중요도,CIS담당,구매담당,중분류명,고객약호,자재,내역,생성일,원납기일,변경납기일,총오더수량,환산수량,미납잔량,생산완료요청일,부자재,제조요청여부,현재제조,관리구분,비고,단가,매출
상,박진형,베승원,튜브,DPD,9DPD0015010,아누아피디알엔히알루론산100수분크림60ML/AA000825,2026-02-20,2026-03-26,2026-04-01,270000,270000,270000,2026-03-25,,O,,중점관리품목,,3126,844020000
상,박진형,베승원,마스크시트,DPD,9DPD0015511,아누아복숭아70나이아신세럼마스크25ML(1매/GLB/EU/AA001448,2026-02-20,2026-03-26,2026-04-01,105000,21000,105000,2026-03-25,,O,,중점관리품목,,358,37590000
상,박진형,베승원,마스크시트,DPD,9DPD0020313,아누아나이아신트라넥사믹다크스팟세럼마스크(1매/GLBEU/AA001426,2026-02-20,2026-03-26,2026-04-01,170000,340000,170000,2026-03-25,,O,,중점관리품목,,366,62220000
상,박진형,베승원,기초,DPD,9DPD0006711,아누아7라이스세라마이드하이드레이팅베리어세럼50ML(글로벌/AA000215,2026-02-20,2026-03-26,2026-04-01,49000,49000,49000,2026-03-25,,O,,중점관리품목,,3021,148029000
상,박진형,베승원,기초,DPD,9DPD0010310,아누아아젤라익애씨드10히알루론레드니스수딩세럼30MLGLB/AA000331,2026-02-20,2026-03-26,2026-04-01,220000,220000,220000,2026-03-25,,O,,중점관리품목,,2609,573980000
상,박진형,베승원,마스크시트,DPD,9DPD0010715,아누아아젤라익15세럼마스크130(7매/JTJPOFF/AA001630,2026-01-30,2026-01-30,2026-03-01,29562,29562,29562,2026-04-01,,O,,중점관리품목,,1557,46028034
상,박진형,베승원,마스크시트,DPD,9DPD0005814,아누아복숭아70나이아신세럼마스크25ML(리뉴얼10매KDH/AK141020,2026-02-20,2026-03-27,2026-04-01,1000,2000,1000,2026-03-25,,O,,중점관리품목,,3855,3855000
상,박진형,베승원,마스크시트,DPD,9DPD0020411,아누아트라넥사믹세럼마스크28ML(10매/GLBEUKDH/AK141015,2026-02-20,2026-03-27,2026-04-01,8000,16000,8000,2026-03-25,,O,,중점관리품목,,3875,31000000
상,박진형,베승원,마스크시트,DPD,9DPD0005714,아누아복숭아70나이아신세럼마스크25ML(1매/KDH리뉴얼/AK141030,2026-02-20,2026-03-27,2026-04-01,100000,20000,100000,2026-03-25,,O,,중점관리품목,,358,35800000
상,박진형,베승원,마스크시트,DPD,9DPD0020411,아누아트라넥사믹세럼마스크28ML(10매/GLBEUKDH/AK141015,2026-02-20,2026-03-27,2026-04-01,1000,2000,1000,2026-03-25,,O,,중점관리품목,,3875,3875000
상,박진형,베승원,마스크시트,DPD,9DPD0005814,아누아복숭아70나이아신세럼마스크25ML(리뉴얼10매KDH/AK141020,2026-02-20,2026-03-27,2026-04-01,3000,6000,3000,2026-03-25,,O,,중점관리품목,,3855,11565000
상,박진형,베승원,기초,DPD,9DPD0010911,아누아나이아신아마이드10트라넥사믹4세럼30ML얼타GLB코코AA000465,2026-02-20,2026-03-27,2026-04-01,60000,60000,60000,2026-03-25,,O,,중점관리품목,,3028,181680000
상,박진형,베승원,마스크시트,DPD,9DPD0020311,아누아트라넥사믹세럼마스크28ML(1매/GLBEUKDH/AK141024,2026-02-20,2026-03-27,2026-04-01,100000,200000,100000,2026-03-25,,O,,중점관리품목,,366,36600000
상,박진형,베승원,마스크시트,DPD,9DPD0020411,아누아트라넥사믹세럼마스크28ML(10매/GLBEUKDH/AK141015,2026-02-20,2026-03-27,2026-04-01,1000,2000,1000,2026-03-25,,O,,중점관리품목,,3875,3875000
상,박진형,베승원,기초,DPD,9DPD0019211,아누아피디알엔히알루론산수분캡슐미스트30ML(GLB/AA001319/,2026-02-11,2026-03-24,2026-04-01,90000,90000,90000,2026-03-25,,O,,중점관리품목,,2954,265860000
상,박진형,베승원,기초,DPD,9DPD0022910,아누아TXA4갓세럼50ML(+갓키링/KDH/GLB/EU/AK241027),2026-01-09,2026-02-28,2026-04-01,11300,11300,11300,2026-03-25,,O,,중점관리품목,,4576,51708800
상,박진형,베승원,기초,DPD,9DPD0022910,아누아TXA4갓세럼50ML(+갓키링/KDH/GLB/EU/AK241027),2026-01-09,2026-02-28,2026-04-01,11800,11800,4800,2026-03-25,,O,,중점관리품목,,4576,21964800
상,박진형,베승원,견본_용기,DPD,9DPD0011711,아누아나이아신아마이드10트라넥사믹4세럼10ML(GLB/AA000752,2026-03-04,2026-04-08,2026-04-08,10000,,10000,2026-04-01,,O,,중점관리품목,,1627,16270000
상,박진형,베승원,기초,DPD,9DPD0010310,아누아아젤라익애씨드10히알루론레드니스수딩세럼30MLGLB/AA000331,2026-03-04,2026-04-10,2026-04-10,20000,20000,20000,2026-04-03,,O,,중점관리품목,,2609,52180000
상,박진형,베승원,마스크시트,DPD,9DPD0016411,아누아복숭아70나이아신세럼마스크25ML(OYKDH/6매/AK211014,2026-03-04,2026-04-09,2026-04-09,5000,6000,5000,2026-04-02,,O,,중점관리품목,,2426,12130000
상,박진형,베승원,기초,DPD,9DPD0024210,아누아아젤라익애씨드15인텐스카밍세럼50ML(JP/ON/AA001770),2026-01-12,2026-02-17,2026-04-01,10000,10000,4120,2026-03-25,,O,,중점관리품목,,3965,16335800
상,박진형,베승원,기초,DPD,9DPD0024010,아누아아젤라익15갓세럼30ML(+갓키링/JPOFFKDH/AK221033),2026-01-12,2026-03-05,2026-03-05,50000,50000,50000,2026-04-01,,O,,중점관리품목,,2979,148950000
상,박진형,베승원,기초,DPD,9DPD0024710,아누아피디알엔히알루론산수분캡슐미스트50ML(JP/OFF/AA001796),2026-01-20,2026-02-19,2026-04-01,300000,300000,218400,2026-03-25,,O,,중점관리품목,,2943,642751200
상,박진형,베승원,기초,DPD,9DPD0010911,아누아나이아신아마이드10트라넥사믹4세럼30ML얼타GLB코코AA000465,2026-01-20,2026-02-26,2026-03-01,30000,30000,30000,2026-04-01,,O,,중점관리품목,,3028,90840000
상,박진형,베승원,기초,DPD,9DPD0011011,아누아나이아신10트라넥4세럼30ML(US/ON/AMZ코코/AA000466,2026-01-20,2026-02-20,2026-03-01,200000,200000,200000,2026-04-01,,O,,중점관리품목,,3029,605800000
상,박진형,베승원,기초,DPD,9DPD0006712,아누아7라이스세라마이드하이드레이팅베리어세럼50ML(북미)/AA000216,2026-03-06,2026-04-14,2026-04-14,20000,20000,20000,2026-04-07,,O,,중점관리품목,,3022,60440000
상,박진형,베승원,튜브,DPD,9DPD0011610,더파운더즈아누아피디알엔히알루론산100수분크림60ML/AA000516,2026-03-06,2026-04-14,2026-04-14,10000,10000,10000,2026-04-07,,O,,중점관리품목,,3126,31260000
상,박진형,베승원,튜브,DPD,9DPD0011617,아누아피디알엔히알루론산100수분크림60ML(GLBEUV3/AA001135,2026-03-06,2026-04-14,2026-04-14,10000,10000,10000,2026-04-07,,O,,중점관리품목,,3147,31470000
상,박진형,베승원,튜브,DPD,9DPD0021310,아누아피디알엔히알루론산수분크림60ML기획*3(TR/KR/AA001540),2026-03-06,2026-04-08,2026-04-08,10000,30000,10000,2026-04-01,,O,,중점관리품목,,9904,99040000
상,박진형,베승원,견본_용기,DPD,9DPD0014014,아누아아젤라익10히알루론레드수딩세럼10ML(GLBULTA/AA001360,2026-02-24,2026-03-26,2026-04-01,18000,,18000,2026-03-25,,O,,중점관리품목,,200,3600000
상,박진형,베승원,기초,DPD,9DPD0024110,아누아피디알엔히알루론산수분캡슐미스트100ML더블기획(OY/AA001721,2026-02-10,2026-04-02,2026-04-02,50000,100000,50000,2026-03-26,,O,,중점관리품목,,7663,383150000
상,박진형,베승원,기초,DPD,9DPD0017010,아누아나이아신10트라넥4다크스팟세럼30ML더블기획(OY/AA000611),2026-02-10,2026-04-02,2026-04-02,30000,60000,30000,2026-03-26,,O,,중점관리품목,,6148,184440000
상,박진형,베승원,튜브,DPD,9DPD0015610,아누아피디알엔히알루론산100수분크림기획(60ML*2/OY/AA000968,2026-02-10,2026-04-02,2026-04-02,30000,60000,30000,2026-03-26,,O,,중점관리품목,,6511,195330000
중,김세윤,사급,기초,BSO,9BSO0004010,본투스탠드아웃엑스트레익스트림50ML#블랙망고*사양/개입수미정,2026-02-24,2026-04-17,2026-04-17,1977,1977,1977,2026-04-23,2026-03-31,O,2026-04-14,중점관리품목,,1435,2836995
중,김세윤,사급,기초,BSO,9BSO0004210,본투스탠드아웃엑스트레익스트림50ML#블랙구아바*사양/개입수미정,2026-02-24,2026-04-17,2026-04-17,1647,1647,1647,2026-04-23,2026-03-31,O,2026-04-14,중점관리품목,,1435,2363445
중,김세윤,사급,기초,BSO,9BSO0004110,본투스탠드아웃엑스트레익스트림50ML#오우드캔디*사양/개입수미정,2026-02-24,2026-04-17,2026-04-17,1977,1977,1977,2026-04-23,2026-03-31,O,2026-04-14,중점관리품목,,1435,2836995
상,박진형,베승원,기초,DPD,9DPD0010316,아누아아젤라10히알루론레드니스세럼30ML/EUONAMZ/AAA000792,2026-03-16,2026-04-22,2026-04-22,20000,20000,20000,2026-04-15,,O,,중점관리품목,,2295,45900000
상,박진형,베승원,기초,DPD,9DPD0013112,아누아나이아신10트라넥4세럼30ML(GLB/EU처방/V3/AA001138,2026-03-16,2026-04-22,2026-04-22,7000,7000,7000,2026-04-15,,O,,중점관리품목,,3067,21469000
상,박진형,베승원,기초,DPD,9DPD0010313,아누아아젤라익10히알루론레드니스세럼30ML(GLBEUV3/AA001140,2026-03-16,2026-04-22,2026-04-22,20000,20000,20000,2026-04-15,,O,,중점관리품목,,2648,52960000
상,박진형,베승원,튜브,DPD,9DPD0015010,아누아피디알엔히알루론산100수분크림60ML/AA000825,2026-02-06,2026-03-24,2026-03-24,61000,61000,51760,2026-04-01,,O,,중점관리품목,,3126,161801760
상,박진형,베승원,튜브,DPD,9DPD0011613,아누아피디알엔히알100수분크림60ML(US/ON/AMZ/AA000799),2026-02-06,2026-03-18,2026-03-18,100000,100000,100000,2026-04-01,,O,,중점관리품목,,3127,312700000
상,박진형,베승원,튜브,DPD,9DPD0015010,아누아피디알엔히알루론산100수분크림60ML/AA000825,2026-02-06,2026-03-18,2026-03-18,60000,60000,60000,2026-04-01,,O,,중점관리품목,,3126,187560000
상,박진형,베승원,기초,DPD,9DPD0010310,아누아아젤라익애씨드10히알루론레드니스수딩세럼30MLGLB/AA000331,2026-02-06,2026-03-24,2026-03-24,70000,70000,70000,2026-04-01,,O,,중점관리품목,,2609,182630000
상,박진형,베승원,견본_용기,DPD,9DPD0011710,아누아나이아신10트라넥사믹4세럼10ML(GLB/ULTA)/AA000508,2026-02-06,2026-03-24,2026-04-01,10000,,10000,2026-03-25,,O,,중점관리품목,,1888,18880000
상,박진형,베승원,기초,DPD,9DPD0010911,아누아나이아신아마이드10트라넥사믹4세럼30ML얼타GLB코코AA000465,2026-02-06,2026-03-24,2026-03-24,30000,30000,30000,2026-04-01,,O,,중점관리품목,,3028,90840000
상,박진형,베승원,견본_파우치,DPD,9DPD0014512,더파운더즈아누아피디알엔2열샤셰(세럼1/크림1/OYUSAA001923),2026-02-11,2026-03-22,2026-03-22,100000,,100000,2026-04-01,,O,,중점관리품목,,241,24100000
상,박진형,베승원,기초,DPD,9DPD0019116,아누아피디알엔히알루론산수분캡슐미스트100ML(리뉴얼/날개/AA001308,2026-02-11,2026-03-20,2026-03-23,7500,7500,7500,2026-04-01,,O,,중점관리품목,,3922,29415000
상,박진형,베승원,기초,DPD,9DPD0019210,아누아피디알엔히알루론산수분캡슐미스트30ML(AA001309),2026-02-11,2026-03-20,2026-04-01,40000,40000,40000,2026-03-25,,O,,중점관리품목,,2954,118160000
상,박진형,베승원,튜브,DPD,9DPD0011614,아누아피디알엔히알루론100수분크림60ML(JT/JPOFF/AA000993,2026-01-26,2026-03-06,2026-03-06,15000,15000,15000,2026-04-01,,O,,중점관리품목,,3116,46740000
상,박진형,베승원,기초,DPD,9DPD0010311,아누아아젤라익10레드니스수딩세럼30ML(USONAMZ)/AA000378,2026-02-10,2026-03-19,2026-03-19,100000,100000,38764,2026-04-01,,O,,중점관리품목,,2610,101174040
상,박진형,베승원,견본_용기,DPD,9DPD0025310,아누아갓세럼디스커버리(10+10+10/GLBEUKDH/AK241030),2026-02-23,2026-03-27,2026-04-01,10000,,10000,2026-03-25,,O,,중점관리품목,,5600,56000000
상,박진형,베승원,기초,DPD,9DPD0019117,아누아피디알엔수분캡슐미스트100MLGLB리뉴얼/AA001316,2026-02-23,2026-04-02,2026-04-02,40000,40000,40000,2026-03-26,,O,,중점관리품목,,3922,156880000
상,박진형,베승원,견본_용기,DPD,9DPD0011714,아누아나이아신10트라넥사믹4세럼10ML(GLB/ULTA샘플AA001358,2026-02-23,2026-04-02,2026-04-02,13000,,13000,2026-03-26,,O,,중점관리품목,,1773,23049000
상,박진형,베승원,기초,DPD,9DPD0019116,아누아피디알엔히알루론산수분캡슐미스트100ML(리뉴얼/날개/AA001308,2026-02-23,2026-04-02,2026-04-02,40000,40000,40000,2026-03-26,,O,,중점관리품목,,3922,156880000
상,박진형,베승원,튜브,DPD,9DPD0011610,더파운더즈아누아피디알엔히알루론산100수분크림60ML/AA000516,2026-02-23,2026-04-02,2026-04-02,10000,10000,10000,2026-03-26,,O,,중점관리품목,,3126,31260000
상,박진형,베승원,기초,DPD,9DPD0010311,아누아아젤라익10레드니스수딩세럼30ML(USONAMZ)/AA000378,2026-02-23,2026-04-02,2026-04-01,70000,70000,70000,2026-03-25,,O,,중점관리품목,,2610,182700000
상,박진형,베승원,기초,DPD,9DPD0022910,아누아TXA4갓세럼50ML(+갓키링/KDH/GLB/EU/AK241027),2026-02-23,2026-03-27,2026-04-02,50000,50000,50000,2026-03-26,,O,,중점관리품목,,4576,228800000
상,박진형,베승원,기초,DPD,9DPD0023110,아누아아젤라익10갓세럼50ML(+갓키링/KDH/GLBEU/AK241029,2026-02-23,2026-03-27,2026-04-01,50000,50000,50000,2026-03-25,,O,,중점관리품목,,3891,194550000
상,박진형,베승원,기초,DPD,9DPD0005610,더파운더즈아누아복숭아70나이아신세럼30ML(용매분리/AA000035,2026-02-06,2026-03-16,2026-03-16,7000,7000,250,2026-04-01,,O,,중점관리품목,,2203,550750
상,박진형,베승원,견본_용기,DPD,9DPD0025310,아누아갓세럼디스커버리(10+10+10/GLBEUKDH/AK241030),2026-02-06,2026-03-20,2026-03-20,35000,,35000,2026-04-01,,O,,중점관리품목,,5600,196000000
상,박진형,베승원,마스크시트,DPD,9DPD0005714,아누아복숭아70나이아신세럼마스크25ML(1매/KDH리뉴얼/AK141030,2026-02-06,2026-03-20,2026-03-20,41500,8300,41500,2026-04-01,,O,,중점관리품목,,358,14857000
상,박진형,베승원,마스크시트,DPD,9DPD0020311,아누아트라넥사믹세럼마스크28ML(1매/GLBEUKDH/AK141024,2026-02-06,2026-03-20,2026-03-20,83000,166000,83000,2026-04-01,,O,,중점관리품목,,366,30378000
상,박진형,베승원,마스크시트,DPD,9DPD0005814,아누아복숭아70나이아신세럼마스크25ML(리뉴얼10매KDH/AK141020,2026-02-06,2026-03-20,2026-03-20,33200,66400,33200,2026-04-01,,O,,중점관리품목,,3855,127986000
상,박진형,베승원,마스크시트,DPD,9DPD0020411,아누아트라넥사믹세럼마스크28ML(10매/GLBEUKDH/AK141015,2026-02-06,2026-03-13,2026-03-13,8300,16600,8300,2026-04-01,,O,,중점관리품목,,3875,32162500
상,박진형,베승원,기초,DPD,9DPD0021810,아누아피디알엔히알루론산수분캡슐미스트30ML(USONAMZ/AA001321,2026-02-06,2026-03-16,2026-04-01,70000,70000,70000,2026-03-25,,O,,중점관리품목,,2955,206850000
상,박진형,베승원,기초,DPD,9DPD0010310,아누아아젤라익애씨드10히알루론레드니스수딩세럼30MLGLB/AA000331,2026-02-06,2026-03-16,2026-03-16,5000,5000,5000,2026-04-01,,O,,중점관리품목,,2609,13045000
상,박진형,베승원,기초,DPD,9DPD0010313,아누아아젤라익10히알루론레드니스세럼30ML(GLBEUV3/AA001140,2026-02-06,2026-03-17,2026-03-17,25000,25000,25000,2026-04-01,,O,,중점관리품목,,2648,66200000
상,박진형,베승원,기초,DPD,9DPD0006710,아누아7라이스세라마이드하이드레이팅베리어세럼50ML/AA000214,2026-02-06,2026-03-16,2026-03-16,5000,5000,5000,2026-04-01,,O,,중점관리품목,,3021,15105000
상,박진형,베승원,기초,DPD,9DPD0022910,아누아TXA4갓세럼50ML(+갓키링/KDH/GLB/EU/AK241027),2026-02-06,2026-03-13,2026-03-13,5410,5410,5410,2026-04-01,,O,,중점관리품목,,4576,24756160
상,박진형,베승원,기초,DPD,9DPD0022910,아누아TXA4갓세럼50ML(+갓키링/KDH/GLB/EU/AK241027),2026-02-06,2026-03-20,2026-03-20,93900,93900,93900,2026-04-01,,O,,중점관리품목,,4576,429686400
상,박진형,베승원,기초,DPD,9DPD0023110,아누아아젤라익10갓세럼50ML(+갓키링/KDH/GLBEU/AK241029,2026-02-06,2026-03-13,2026-03-13,6410,6410,6410,2026-04-01,,O,,중점관리품목,,3891,24941310
상,박진형,베승원,기초,DPD,9DPD0023110,아누아아젤라익10갓세럼50ML(+갓키링/KDH/GLBEU/AK241029,2026-02-06,2026-03-20,2026-03-20,112900,112900,112900,2026-04-01,,O,,중점관리품목,,3891,439293900
상,박진형,베승원,기초,DPD,9DPD0019118,아누아피디알엔히알루론수분미스트100ML(USONAMZ리뉴얼AA001318,2026-02-06,2026-03-16,2026-04-01,150000,150000,150000,2026-03-25,,O,,중점관리품목,,3923,588450000
상,박진형,베승원,기초,DPD,9DPD0021211,아누아피디알엔수분캡슐미스트100ML(리뉴얼/JPOFF/날개AA001568,2026-01-30,2026-03-11,2026-04-01,90000,90000,79990,2026-03-25,,O,,중점관리품목,,3912,312920880
상,박진형,베승원,기초,DPD,9DPD0021810,아누아피디알엔히알루론산수분캡슐미스트30ML(USONAMZ/AA001321,2026-01-30,2026-03-12,2026-04-01,90000,90000,90000,2026-03-25,,O,,중점관리품목,,2955,265950000
상,박진형,베승원,기초,DPD,9DPD0019118,아누아피디알엔히알루론수분미스트100ML(USONAMZ리뉴얼AA001318,2026-01-30,2026-03-12,2026-04-01,160000,160000,124157,2026-03-25,,O,,중점관리품목,,3923,487067911
상,박진형,베승원,기초,DPD,9DPD0006712,아누아7라이스세라마이드하이드레이팅베리어세럼50ML(북미)/AA000216,2026-01-30,2026-03-11,2026-03-11,20000,20000,20000,2026-04-01,,O,,중점관리품목,,3176,63520000
상,박진형,베승원,튜브,DPD,9DPD0011613,아누아피디알엔히알100수분크림60ML(US/ON/AMZ/AA000799),2026-01-30,2026-03-11,2026-03-11,80000,80000,80000,2026-04-01,,O,,중점관리품목,,3127,250160000
상,박진형,베승원,튜브,DPD,9DPD0011616,아누아피디알엔히알100수분크림60ML(JTJPONAMZ/AA000974,2026-01-30,2026-03-12,2026-03-12,6000,6000,6000,2026-04-01,,O,,중점관리품목,,3126,18756000
상,박진형,베승원,기초,DPD,9DPD0019117,아누아피디알엔수분캡슐미스트100MLGLB리뉴얼/AA001316,2026-01-30,2026-03-12,2026-03-12,30000,30000,30000,2026-04-01,,O,,중점관리품목,,3922,117660000
상,박진형,베승원,기초,DPD,9DPD0006710,아누아7라이스세라마이드하이드레이팅베리어세럼50ML/AA000214,2026-01-30,2026-03-05,2026-03-05,8000,8000,8000,2026-04-01,,O,,중점관리품목,,3021,24168000
상,박진형,베승원,기초,DPD,9DPD0019213,아누아피디알엔히알루론산수분캡슐미스트30ML(GLBEU/AA001320),2026-01-30,2026-03-11,2026-03-30,5000,5000,5000,2026-04-01,,O,,중점관리품목,,2955,14775000
상,박진형,베승원,기초,DPD,9DPD0021710,아누아피디알엔히알루론수분캡슐미스트100ML(GLBEU리뉴얼AA001317,2026-01-30,2026-03-11,2026-03-30,15000,15000,15000,2026-04-01,,O,,중점관리품목,,3923,58845000
상,박진형,베승원,튜브,DPD,9DPD0011610,더파운더즈아누아피디알엔히알루론산100수분크림60ML/AA000516,2026-02-10,2026-04-02,2026-04-02,50000,50000,24010,2026-03-26,,O,,중점관리품목,,3126,75055260
상,박진형,베승원,기초,DPD,9DPD0025810,아누아나이아신10트라넥4세럼30ML기획(리필30/OYUS/AA001933,2026-02-27,2026-04-03,2026-04-03,7000,14000,7000,2026-03-27,,O,,중점관리품목,,4736,33152000
상,박진형,베승원,기초,DPD,9DPD0025910,아누아복숭아70나이아신세럼30ML(+리필30/OY/AA001934),2026-02-27,2026-04-03,2026-04-03,7000,14000,7000,2026-03-27,,O,,중점관리품목,,4736,33152000
상,박진형,베승원,기초,DPD,9DPD0025810,아누아나이아신10트라넥4세럼30ML기획(리필30/OYUS/AA001933,2026-02-27,2026-04-03,2026-04-03,3000,6000,3000,2026-03-27,,O,,중점관리품목,,4736,14208000
상,박진형,베승원,기초,DPD,9DPD0025910,아누아복숭아70나이아신세럼30ML(+리필30/OY/AA001934),2026-02-27,2026-04-03,2026-04-03,3000,6000,3000,2026-03-27,,O,,중점관리품목,,4736,14208000
상,박진형,베승원,마스크시트,DPD,9DPD0016510,아누아복숭아70나이아신세럼마스크25ML(OY/10매/AA001047),2026-02-27,2026-04-07,2026-04-07,5000,10000,5000,2026-03-31,,O,,중점관리품목,,3759,18795000
상,박진형,베승원,마스크시트,DPD,9DPD0016310,아누아복숭아70나이아신세럼마스크25ML(OY/1매/AA001046),2026-02-27,2026-04-07,2026-04-07,80000,16000,80000,2026-03-31,,O,,중점관리품목,,357,28560000
상,박진형,베승원,기초,DPD,9DPD0026110,아누아피디알엔히알루론산캡슐미스트100ML(EU/ONAMZ/AA001616,2026-02-27,2026-04-07,2026-04-07,20000,20000,20000,2026-03-31,,O,,중점관리품목,,2831,56620000
상,박진형,베승원,기초,DPD,9DPD0010316,아누아아젤라10히알루론레드니스세럼30ML/EUONAMZ/AAA000792,2026-02-27,2026-04-07,2026-04-07,20000,20000,20000,2026-03-31,,O,,중점관리품목,,2295,45900000
상,박진형,베승원,튜브,DPD,9DPD0011619,아누아피디알엔히알루론100수분크림60ML(EUONAMZ/AA000998),2026-02-27,2026-04-07,2026-04-07,20000,20000,20000,2026-03-31,,O,,중점관리품목,,2004,40080000
상,박진형,베승원,기초,DPD,9DPD0019117,아누아피디알엔수분캡슐미스트100MLGLB리뉴얼/AA001316,2026-02-12,2026-03-24,2026-04-01,90000,90000,90000,2026-03-25,,O,,중점관리품목,,3922,352980000
중,김현주,김현우,립스틱_프론트,KRA,9KRA0014810,코리아나텐세컨즈립스틱#03인형핑크(리뉴얼),2026-03-10,2026-04-28,2026-04-28,3000,3000,3000,2026-04-24,,,,중점관리품목,,3569,10707000
중,김현주,김현우,립스틱_프론트,KRA,9KRA0014910,코리아나텐세컨즈립스틱#04팜므퍼플(리뉴얼),2026-03-10,2026-04-28,2026-04-28,3000,3000,3000,2026-04-24,,,,중점관리품목,,3572,10716000
중,김현주,김현우,립스틱_프론트,KRA,9KRA0015110,코리아나텐세컨즈립스틱#06클래식로즈(리뉴얼),2026-03-10,2026-04-28,2026-04-28,3000,3000,3000,2026-04-24,,,,중점관리품목,,3561,10683000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0070310,롬앤베러댄컨투어기획세트#2호그레이쿨,2026-03-16,2026-05-01,2026-05-01,20180,20180,20180,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),7226,145820680
상,김현주,임민수,립글로즈,IWD,9IWD0052312,앤드바이롬앤글래시밤틴트#BR03코코아브라운(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1475,14750000
상,김현주,임민수,립글로즈,IWD,9IWD0052212,앤드바이롬앤글래시밤틴트#BR02로즈빈(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1475,14750000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0051912,앤드바이롬앤멜로우아이팔레트#BR02애플시나몬(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2372,23720000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0051812,앤드바이롬앤멜로우아이팔레트#BR01소프트브라운(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2372,23720000
상,김현주,임민수,립글로즈,IWD,9IWD0052112,앤드바이롬앤글래시밤틴트#BR01데져트브릭(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1475,14750000
상,김현주,임민수,립글로즈,IWD,9IWD0052412,앤드바이롬앤글래시밤틴트#PK01핑크데어(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1475,14750000
상,김현주,임민수,립글로즈,IWD,9IWD0052012,앤드바이롬앤글래시밤틴트#BE01누디누드(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1475,14750000
상,김현주,임민수,립스틱_프론트,IWD,9IWD0120310,앤드바이롬앤글래시밤#RD01칠리웨이(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1374,13740000
상,김현주,임민수,립스틱_프론트,IWD,9IWD0120210,앤드바이롬앤글래시밤#PK01베어로즈(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1374,13740000
상,김현주,임민수,립스틱_프론트,IWD,9IWD0120110,앤드바이롬앤글래시밤#BE01너트베이지(국내),2026-03-05,2026-04-17,2026-04-17,10000,10000,10000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1374,13740000
상,김현주,임민수,틴트/컨실러,IWD,9IWD0048923,롬앤듀이풀워터틴트#14피치모카(일본)(25캡변경/리뉴얼),2026-03-05,2026-04-18,2026-04-18,20080,20080,20080,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2411,48412880
상,김현주,임민수,립글로즈,IWD,9IWD0041340,롬앤블러퍼지틴트#01포멜로코(믹스앤매치),2026-03-12,2026-04-25,2026-04-25,14000,14000,14000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),2449,34286000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0048110,롬앤베러댄치크(리뉴얼)#W02스트로베리밀크,2026-03-12,2026-04-25,2026-04-25,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1843,9215000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0048010,롬앤베러댄치크(리뉴얼)#W01오디밀크,2026-03-12,2026-04-25,2026-04-25,5000,5000,5000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1843,9215000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0048510,롬앤베러댄치크(리뉴얼)#N02바인누드,2026-03-12,2026-04-25,2026-04-25,7000,7000,7000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1849,12943000
상,김현주,임민수,파우더성형_일반,IWD,9IWD0048310,롬앤베러댄치크(리뉴얼)#C04페어칩,2026-03-12,2026-04-25,2026-04-25,6000,6000,6000,ASAP,,,,중점관리품목,부자재 수급 이슈 발생 가능성(전쟁),1681,10086000
